date gauge radar
2011110100 0.00 0.00
2011110101 0.00 0.00
2011110102 0.00 0.00
2011110103 0.00 0.00
2011110104 0.00 0.00
2011110105 0.00 0.00
2011110106 0.00 0.00
2011110107 0.00 0.00
2011110108 0.00 0.00
2011110109 0.00 0.00
2011110110 0.00 0.00
2011110111 0.00 0.00
2011110112 0.00 0.00
2011110113 0.00 0.00
2011110114 0.00 0.00
2011110115 0.00 0.00
2011110116 0.00 0.00
2011110117 0.00 0.00
2011110118 0.00 0.00
2011110119 0.00 0.00
2011110120 0.00 0.00
2011110121 0.27 0.28
2011110122 0.22 0.25
2011110123 0.00 0.00
2011110200 0.00 0.00
2011110201 0.00 0.00
2011110202 0.00 0.00
2011110203 0.00 0.00
2011110204 0.00 0.00
2011110205 0.00 0.00
2011110206 0.00 0.00
2011110207 0.00 0.00
2011110208 0.00 0.00
2011110209 0.00 0.00
2011110210 0.00 0.00
2011110211 0.00 0.00
2011110212 0.00 0.00
2011110213 0.00 0.00
2011110214 0.00 0.00
2011110215 0.00 0.00
2011110216 0.00 0.00
2011110217 0.00 0.00
2011110218 0.00 0.00
2011110219 0.00 0.00
2011110220 0.00 0.00
2011110221 0.00 0.00
2011110222 0.00 0.00
2011110223 0.00 0.00
2011110300 0.00 0.00
2011110301 0.00 0.00
2011110302 0.00 0.00
2011110303 0.00 0.00
2011110304 0.00 0.00
2011110305 0.00 0.00
2011110306 0.00 0.00
2011110307 0.00 0.00
2011110308 0.00 0.00
2011110309 0.00 0.00
2011110310 0.00 0.00
2011110311 0.00 0.00
2011110312 0.00 0.00
2011110313 0.00 0.11
2011110314 0.00 0.00
2011110315 0.00 0.01
2011110316 0.00 0.01
2011110317 0.00 0.00
2011110318 0.00 0.00
2011110319 0.00 0.00
2011110320 0.00 0.00
2011110321 0.00 0.00
2011110322 0.00 0.00
2011110323 0.00 0.01
2011110400 0.00 0.02
2011110401 0.00 0.06
2011110402 0.17 0.13
2011110403 0.27 0.33
2011110404 0.00 0.00
2011110405 0.00 0.00
2011110406 0.00 0.00
2011110407 0.00 0.00
2011110408 0.00 0.00
2011110409 0.00 0.00
2011110410 0.00 0.00
2011110411 0.00 0.00
2011110412 0.00 0.00
2011110413 0.00 0.00
2011110414 0.00 0.00
2011110415 0.00 0.00
2011110416 0.00 0.00
2011110417 0.00 0.00
2011110418 0.00 0.02
2011110419 0.00 0.04
2011110420 0.00 0.05
2011110421 0.00 0.00
2011110422 0.00 0.00
2011110423 0.00 0.00
2011110500 0.00 0.06
2011110501 0.00 0.00
2011110502 0.00 0.00
2011110503 0.00 0.00
2011110504 0.00 0.00
2011110505 0.00 0.00
2011110506 0.00 0.00
2011110507 0.00 0.00
2011110508 0.00 0.00
2011110509 0.00 0.00
2011110510 0.00 0.00
2011110511 0.00 0.00
2011110512 0.00 0.00
2011110513 0.00 0.00
2011110514 0.00 0.00
2011110515 0.00 0.00
2011110516 0.00 0.00
2011110517 0.00 0.00
2011110518 0.00 0.00
2011110519 0.00 0.00
2011110520 0.00 0.00
2011110521 0.00 0.00
2011110522 0.00 0.00
2011110523 0.00 0.00
2011110600 0.00 0.00
2011110601 0.00 0.00
2011110602 0.00 0.00
2011110603 0.00 0.00
2011110604 0.00 0.00
2011110605 0.00 0.00
2011110606 0.00 0.00
2011110607 0.00 0.00
2011110608 0.00 0.00
2011110609 0.00 0.00
2011110610 0.00 0.00
2011110611 0.00 0.00
2011110612 0.00 0.00
2011110613 0.00 0.00
2011110614 0.00 0.00
2011110615 0.00 0.00
2011110616 0.00 0.00
2011110617 0.00 0.00
2011110618 0.00 0.00
2011110619 0.00 0.00
2011110620 0.00 0.00
2011110621 0.00 0.00
2011110622 0.00 0.00
2011110623 0.00 0.00
2011110700 0.00 0.00
2011110701 0.00 0.00
2011110702 0.00 0.00
2011110703 0.00 0.00
2011110704 0.00 0.00
2011110705 0.00 0.00
2011110706 0.00 0.00
2011110707 0.00 0.00
2011110708 0.00 0.00
2011110709 0.00 0.00
2011110710 0.00 0.00
2011110711 0.00 0.00
2011110712 0.00 0.00
2011110713 0.00 0.00
2011110714 0.00 0.00
2011110715 0.00 0.00
2011110716 0.00 0.00
2011110717 0.00 0.00
2011110718 0.00 0.00
2011110719 0.00 0.00
2011110720 0.00 0.00
2011110721 0.00 0.00
2011110722 0.00 0.00
2011110723 0.00 0.00
2011110800 0.00 0.00
2011110801 0.00 0.00
2011110802 0.00 0.00
2011110803 0.00 0.00
2011110804 0.00 0.00
2011110805 0.00 0.00
2011110806 0.00 0.00
2011110807 0.00 0.00
2011110808 0.00 0.00
2011110809 0.00 0.00
2011110810 0.00 0.00
2011110811 0.00 0.00
2011110812 0.00 0.00
2011110813 0.00 0.00
2011110814 0.00 0.00
2011110815 0.00 0.00
2011110816 0.00 0.00
2011110817 0.00 0.00
2011110818 0.00 0.00
2011110819 0.00 0.00
2011110820 0.00 0.00
2011110821 0.00 0.00
2011110822 0.00 0.00
2011110823 0.00 0.00
2011110900 0.00 0.00
2011110901 0.00 0.00
2011110902 0.00 0.00
2011110903 0.00 0.00
2011110904 0.00 0.00
2011110905 0.00 0.00
2011110906 0.00 0.00
2011110907 0.00 0.00
2011110908 0.00 0.00
2011110909 0.00 0.00
2011110910 0.00 0.00
2011110911 0.00 0.00
2011110912 0.00 0.00
2011110913 0.00 0.00
2011110914 0.00 0.00
2011110915 0.00 0.00
2011110916 0.00 0.00
2011110917 0.00 0.00
2011110918 0.00 0.00
2011110919 0.00 0.00
2011110920 0.00 0.00
2011110921 0.00 0.00
2011110922 0.00 0.00
2011110923 0.00 0.00
2011111000 0.00 0.00
2011111001 0.00 0.00
2011111002 0.00 0.00
2011111003 0.00 0.00
2011111004 0.00 0.00
2011111005 0.00 0.00
2011111006 0.00 0.00
2011111007 0.00 0.00
2011111008 0.00 0.00
2011111009 0.00 0.00
2011111010 0.00 0.00
2011111011 0.00 0.00
2011111012 0.00 0.00
2011111013 0.00 0.00
2011111014 0.00 0.00
2011111015 0.00 0.00
2011111016 0.00 0.00
2011111017 0.00 0.00
2011111018 0.00 0.00
2011111019 0.00 0.00
2011111020 0.00 0.00
2011111021 0.00 0.00
2011111022 0.00 0.00
2011111023 0.00 0.00
2011111100 0.00 0.00
2011111101 0.00 0.00
2011111102 0.00 0.00
2011111103 0.00 0.00
2011111104 0.00 0.00
2011111105 0.00 0.00
2011111106 0.00 0.00
2011111107 0.00 0.00
2011111108 0.00 0.00
2011111109 0.00 0.00
2011111110 0.00 0.00
2011111111 0.00 0.00
2011111112 0.00 0.00
2011111113 0.00 0.00
2011111114 0.00 0.00
2011111115 0.00 0.00
2011111116 0.00 0.00
2011111117 0.00 0.00
2011111118 0.00 0.00
2011111119 0.00 0.00
2011111120 0.00 0.00
2011111121 0.00 0.00
2011111122 0.00 0.00
2011111123 0.00 0.00
2011111200 0.00 0.00
2011111201 0.00 0.00
2011111202 0.00 0.00
2011111203 0.00 0.00
2011111204 0.00 0.00
2011111205 0.00 0.00
2011111206 0.00 0.00
2011111207 0.00 0.00
2011111208 0.00 0.00
2011111209 0.00 0.00
2011111210 0.00 0.00
2011111211 0.00 0.00
2011111212 0.00 0.00
2011111213 0.00 0.00
2011111214 0.00 0.00
2011111215 0.00 0.00
2011111216 0.00 0.00
2011111217 0.00 0.00
2011111218 0.00 0.00
2011111219 0.00 0.00
2011111220 0.00 0.00
2011111221 0.00 0.00
2011111222 0.00 0.00
2011111223 0.00 0.00
2011111300 0.00 0.00
2011111301 0.00 0.00
2011111302 0.00 0.00
2011111303 0.00 0.00
2011111304 0.00 0.00
2011111305 0.00 0.00
2011111306 0.00 0.00
2011111307 0.00 0.00
2011111308 0.00 0.00
2011111309 0.00 0.00
2011111310 0.00 0.00
2011111311 0.00 0.00
2011111312 0.00 0.00
2011111313 0.00 0.00
2011111314 0.00 0.00
2011111315 0.00 0.00
2011111316 0.00 0.00
2011111317 0.00 0.00
2011111318 0.00 0.00
2011111319 0.00 0.00
2011111320 0.00 0.00
2011111321 0.00 0.00
2011111322 0.00 0.00
2011111323 0.00 0.00
2011111400 0.00 0.00
2011111401 0.00 0.00
2011111402 0.00 0.00
2011111403 0.00 0.00
2011111404 0.00 0.00
2011111405 0.00 0.00
2011111406 0.00 0.00
2011111407 0.00 0.00
2011111408 0.00 0.00
2011111409 0.00 0.00
2011111410 0.00 0.00
2011111411 0.00 0.00
2011111412 0.00 0.00
2011111413 0.00 0.00
2011111414 0.00 0.00
2011111415 0.00 0.00
2011111416 0.00 0.00
2011111417 0.00 0.00
2011111418 0.00 0.00
2011111419 0.00 0.00
2011111420 0.00 0.00
2011111421 0.00 0.00
2011111422 0.00 0.00
2011111423 0.00 0.00
2011111500 0.00 0.00
2011111501 0.00 0.00
2011111502 0.00 0.00
2011111503 0.00 0.00
2011111504 0.00 0.00
2011111505 0.00 0.00
2011111506 0.00 0.00
2011111507 0.00 0.00
2011111508 0.00 0.00
2011111509 0.00 0.00
2011111510 0.00 0.00
2011111511 0.00 0.00
2011111512 0.00 0.00
2011111513 0.00 0.00
2011111514 0.00 0.00
2011111515 0.00 0.00
2011111516 0.00 0.00
2011111517 0.00 0.00
2011111518 0.00 0.00
2011111519 0.00 0.00
2011111520 0.00 0.00
2011111521 0.00 0.00
2011111522 0.00 0.00
2011111523 0.00 0.00
2011111600 0.00 0.00
2011111601 0.00 0.00
2011111602 0.00 0.00
2011111603 0.00 0.00
2011111604 0.00 0.00
2011111605 0.00 0.00
2011111606 0.00 0.00
2011111607 0.00 0.00
2011111608 0.00 0.00
2011111609 0.00 0.00
2011111610 0.00 0.00
2011111611 0.00 0.00
2011111612 0.00 0.00
2011111613 0.00 0.00
2011111614 0.00 0.00
2011111615 0.00 0.00
2011111616 0.00 0.00
2011111617 0.00 0.00
2011111618 0.00 0.00
2011111619 0.00 0.00
2011111620 0.00 0.00
2011111621 0.00 0.00
2011111622 0.00 0.00
2011111623 0.00 0.00
2011111700 0.00 0.00
2011111701 0.00 0.00
2011111702 0.00 0.00
2011111703 0.00 0.00
2011111704 0.00 0.00
2011111705 0.00 0.00
2011111706 0.00 0.00
2011111707 0.00 0.00
2011111708 0.00 0.00
2011111709 0.00 0.00
2011111710 0.00 0.00
2011111711 0.00 0.00
2011111712 0.00 0.00
2011111713 0.00 0.00
2011111714 0.00 0.00
2011111715 0.00 0.00
2011111716 0.00 0.00
2011111717 0.00 0.00
2011111718 0.00 0.00
2011111719 0.00 0.00
2011111720 0.00 0.00
2011111721 0.00 0.00
2011111722 0.00 0.00
2011111723 0.00 0.00
2011111800 0.00 0.00
2011111801 0.00 0.00
2011111802 0.00 0.00
2011111803 0.00 0.00
2011111804 0.00 0.00
2011111805 0.00 0.00
2011111806 0.00 0.00
2011111807 0.00 0.00
2011111808 0.00 0.00
2011111809 0.00 0.00
2011111810 0.00 0.00
2011111811 0.00 0.00
2011111812 0.00 0.00
2011111813 0.00 0.00
2011111814 0.00 0.00
2011111815 0.00 0.00
2011111816 0.00 0.00
2011111817 0.00 0.00
2011111818 0.00 0.00
2011111819 0.00 0.00
2011111820 0.00 0.00
2011111821 0.00 0.00
2011111822 0.00 0.00
2011111823 0.00 0.00
2011111900 0.00 0.00
2011111901 0.00 0.00
2011111902 0.00 0.00
2011111903 0.00 0.00
2011111904 0.00 0.00
2011111905 0.00 0.00
2011111906 0.00 0.00
2011111907 0.00 0.00
2011111908 0.00 0.00
2011111909 0.00 0.00
2011111910 0.00 0.00
2011111911 0.00 0.00
2011111912 0.00 0.00
2011111913 0.00 0.00
2011111914 0.00 0.00
2011111915 0.00 0.00
2011111916 0.00 0.00
2011111917 0.00 0.00
2011111918 0.00 0.00
2011111919 0.00 0.00
2011111920 0.00 0.00
2011111921 0.00 0.00
2011111922 0.00 0.00
2011111923 0.00 0.00
2011112000 0.00 0.00
2011112001 0.00 0.00
2011112002 0.00 0.00
2011112003 0.00 0.00
2011112004 0.00 0.00
2011112005 0.00 0.00
2011112006 0.00 0.00
2011112007 0.00 0.00
2011112008 0.00 0.00
2011112009 0.00 0.00
2011112010 0.00 0.00
2011112011 0.00 0.00
2011112012 0.00 0.00
2011112013 0.00 0.00
2011112014 0.00 0.00
2011112015 0.00 0.00
2011112016 0.00 0.00
2011112017 0.00 0.00
2011112018 0.00 0.00
2011112019 0.00 0.00
2011112020 0.00 0.00
2011112021 0.00 0.00
2011112022 0.00 0.00
2011112023 0.00 0.00
2011112100 0.00 0.00
2011112101 0.00 0.00
2011112102 0.00 0.00
2011112103 0.00 0.00
2011112104 0.00 0.00
2011112105 0.00 0.00
2011112106 0.00 0.00
2011112107 0.00 0.00
2011112108 0.00 0.00
2011112109 0.00 0.00
2011112110 0.00 0.00
2011112111 0.00 0.00
2011112112 0.00 0.00
2011112113 0.00 0.00
2011112114 0.00 0.00
2011112115 0.00 0.00
2011112116 0.00 0.00
2011112117 0.00 0.00
2011112118 0.00 0.00
2011112119 0.00 0.00
2011112120 0.00 0.00
2011112121 0.00 0.00
2011112122 0.00 0.00
2011112123 0.00 0.00
2011112200 0.00 0.00
2011112201 0.00 0.00
2011112202 0.00 0.00
2011112203 0.00 0.00
2011112204 0.00 0.00
2011112205 0.00 0.00
2011112206 0.00 0.00
2011112207 0.00 0.00
2011112208 0.00 0.00
2011112209 0.00 0.00
2011112210 0.00 0.00
2011112211 0.00 0.00
2011112212 0.00 0.00
2011112213 0.00 0.00
2011112214 0.00 0.00    
2011112215 0.00 0.00    
2011112216 0.00 0.00
2011112217 0.00 0.00
2011112218 0.00 0.00
2011112219 0.00 0.00
2011112220 0.00 0.00
2011112221 0.00 0.00
2011112222 0.00 0.00
2011112223 0.00 0.00
2011112300 0.00 0.00
2011112301 0.00 0.00
2011112302 0.00 0.00
2011112303 0.00 0.00
2011112304 0.00 0.00
2011112305 0.00 0.00
2011112306 0.33 0.97
2011112307 0.00 0.00
2011112308 0.00 0.00
2011112309 0.00 0.00
2011112310 0.00 0.00
2011112311 0.00 0.00
2011112312 0.00 0.00
2011112313 0.00 0.00
2011112314 0.00 0.00
2011112315 0.00 0.00
2011112316 0.00 0.00
2011112317 0.00 0.00
2011112318 0.00 0.00
2011112319 0.00 0.00
2011112320 0.00 0.00
2011112321 0.00 0.00
2011112322 0.00 0.00
2011112323 0.00 0.00
2011112400 0.00 0.00
2011112401 0.00 0.00
2011112402 0.00 0.00
2011112403 0.00 0.00
2011112404 0.00 0.00
2011112405 0.00 0.00
2011112406 0.00 0.00
2011112407 0.00 0.00
2011112408 0.00 0.00
2011112409 0.00 0.00
2011112410 0.00 0.00
2011112411 0.00 0.00
2011112412 0.00 0.00
2011112413 0.00 0.00
2011112414 0.00 0.00
2011112415 0.00 0.00
2011112416 0.00 0.00
2011112417 0.00 0.00
2011112418 0.00 0.00
2011112419 0.00 0.00
2011112420 0.00 0.00
2011112421 0.00 0.00
2011112422 0.00 0.00
2011112423 0.00 0.00
2011112500 0.00 0.00
2011112501 0.00 0.00
2011112502 0.00 0.00
2011112503 0.00 0.00
2011112504 0.00 0.00
2011112505 0.00 0.00
2011112506 0.00 0.00
2011112507 0.00 0.00
2011112508 0.00 0.00
2011112509 0.00 0.00
2011112510 0.00 0.00
2011112511 0.33 0.00
2011112512 0.02 0.00
2011112513 0.05 0.00
2011112514 0.05 0.00
2011112515 0.00 0.00
2011112516 0.00 0.00
2011112517 0.00 0.00
2011112518 0.00 0.00
2011112519 0.00 0.00
2011112520 0.00 0.00
2011112521 0.08 0.11
2011112522 0.00 0.00
2011112523 0.00 0.00
2011112600 0.00 0.00
2011112601 0.00 0.00
2011112602 0.00 0.00
2011112603 0.00 0.00
2011112604 0.00 0.00
2011112605 0.00 0.00
2011112606 0.00 0.00
2011112607 0.00 0.00
2011112608 0.00 0.00
2011112609 0.00 0.00
2011112610 0.00 0.00
2011112611 0.00 0.00
2011112612 0.00 0.00
2011112613 0.00 0.00
2011112614 0.00 0.00
2011112615 0.00 0.00
2011112616 0.00 0.00
2011112617 0.00 0.00
2011112618 0.00 0.00
2011112619 0.00 0.00
2011112620 0.00 0.00
2011112621 0.00 0.00
2011112622 0.00 0.00
2011112623 0.00 0.00
2011112700 0.00 0.00
2011112701 0.00 0.00
2011112702 0.00 0.00
2011112703 0.00 0.00
2011112704 0.00 0.00
2011112705 0.00 0.00
2011112706 0.00 0.00
2011112707 0.00 0.00
2011112708 0.00 0.00
2011112709 0.00 0.00
2011112710 0.00 0.00
2011112711 0.65 0.01
2011112712 0.57 0.02
2011112713 0.90 1.80
2011112714 0.00 0.00
2011112715 0.00 0.00
2011112716 0.00 0.00
2011112717 0.00 0.00
2011112718 0.00 0.00
2011112719 0.00 0.00
2011112720 0.00 0.00
2011112721 0.00 0.00
2011112722 0.00 0.00
2011112723 0.00 0.00
2011112800 0.00 0.00
2011112801 0.00 0.00
2011112802 0.00 0.00
2011112803 0.00 0.00
2011112804 0.00 0.00
2011112805 0.00 0.00
2011112806 0.00 0.00
2011112807 0.00 0.00
2011112808 0.00 0.00
2011112809 0.00 0.00
2011112810 0.00 0.00
2011112811 0.00 0.00
2011112812 0.00 0.00
2011112813 0.00 0.00
2011112814 0.00 0.00
2011112815 0.00 0.00
2011112816 0.00 0.00
2011112817 0.00 0.00
2011112818 0.00 0.00
2011112819 0.00 0.00
2011112820 0.00 0.00
2011112821 0.00 0.00
2011112822 0.00 0.00
2011112823 0.00 0.00
2011112900 0.00 0.00
2011112901 0.00 0.00
2011112902 0.00 0.00
2011112903 0.00 0.00
2011112904 0.00 0.00
2011112905 0.00 0.00
2011112906 0.00 0.00
2011112907 0.02 0.00
2011112908 0.07 0.00
2011112909 0.00 0.00
2011112910 0.00 0.00
2011112911 0.00 0.00
2011112912 0.00 0.00
2011112913 0.00 0.00
2011112914 0.00 0.00
2011112915 0.00 0.00
2011112916 0.00 0.00
2011112917 0.00 0.00
2011112918 0.00 0.00
2011112919 0.00 0.00
2011112920 0.00 0.00
2011112921 0.37 0.00
2011112922 0.22 0.09
2011112923 0.00 0.11
2011113000 0.00 0.00
2011113001 0.00 0.00
2011113002 0.00 0.00
2011113003 0.00 0.00
2011113004 0.00 0.00
2011113005 0.00 0.00
2011113006 0.00 0.00
2011113007 0.00 0.00
2011113008 0.00 0.00
2011113009 0.00 0.00
2011113010 0.00 0.00
2011113011 0.00 0.00
2011113012 0.00 0.00
2011113013 0.00 0.00
2011113014 0.00 0.00
2011113015 0.00 0.00
2011113016 0.00 0.00
2011113017 0.00 0.00
2011113018 0.00 0.00
2011113019 0.00 0.00
2011113020 0.00 0.00
2011113021 0.00 0.00
2011113022 0.00 0.00
2011113023 0.00 0.00
2011120100 0.00 0.00
2011120101 0.00 0.00
2011120102 0.00 0.00
2011120103 0.00 0.00
2011120104 0.00 0.00
2011120105 0.00 0.00
2011120106 0.53 0.57
2011120107 0.33 0.07
2011120108 0.00 0.00
2011120109 0.00 0.00
2011120110 0.00 0.00
2011120111 0.00 0.00
2011120112 0.00 0.03
2011120113 0.17 0.18
2011120114 0.02 0.02
2011120115 0.43 0.14
2011120116 0.00 0.00
2011120117 0.00 0.00
2011120118 0.03 0.09
2011120119 0.97 1.13
2011120120 1.18 1.59
2011120121 0.28 0.16
2011120122 0.28 0.49
2011120123 0.00 0.01
2011120200 0.02 0.07
2011120201 0.00 0.00
2011120202 0.17 0.41
2011120203 0.35 0.11
2011120204 0.22 0.08
2011120205 0.17 0.30
2011120206 0.00 0.04
2011120207 0.00 0.11
2011120208 0.00 0.00
2011120209 0.00 0.00
2011120210 0.00 0.00
2011120211 0.00 0.00
2011120212 0.00 0.00
2011120213 0.00 0.00
2011120214 0.00 0.00
2011120215 0.00 0.00
2011120216 0.00 0.00
2011120217 0.00 0.00
2011120218 0.00 0.00
2011120219 0.00 0.00
2011120220 0.00 0.00
2011120221 0.00 0.00
2011120222 0.00 0.00
2011120223 0.00 0.00
2011120300 0.00 0.00
2011120301 0.00 0.00
2011120302 0.00 0.00
2011120303 0.00 0.00
2011120304 0.00 0.08
2011120305 0.10 0.13
2011120306 1.52 0.97
2011120307 2.68 3.82
2011120308 0.83 2.02
2011120309 0.72 0.24
2011120310 0.52 0.09
2011120311 0.27 0.09
2011120312 1.00 0.98
2011120313 0.00 0.12
2011120314 0.00 0.09
2011120315 0.00 0.00
2011120316 0.00 0.00
2011120317 0.00 0.00
2011120318 0.00 0.00
2011120319 0.00 0.00
2011120320 0.00 0.00
2011120321 0.00 0.00
2011120322 0.00 0.00
2011120323 0.00 0.00
2011120400 0.00 0.00
2011120401 0.00 0.00
2011120402 0.00 0.00
2011120403 0.00 0.00
2011120404 0.00 0.00
2011120405 0.00 0.00
2011120406 0.00 0.00
2011120407 0.00 0.00
2011120408 0.00 0.00
2011120409 0.00 0.00
2011120410 0.00 0.00
2011120411 0.00 0.00
2011120412 0.00 0.00
2011120413 0.00 0.00
2011120414 0.00 0.00
2011120415 0.00 0.00
2011120416 0.00 0.00
2011120417 0.00 0.00
2011120418 0.00 0.00
2011120419 0.00 0.00
2011120420 0.00 0.00
2011120421 1.65 1.40
2011120422 2.88 1.70
2011120423 0.22 1.03
2011120500 0.22 0.11
2011120501 0.63 0.24
2011120502 0.82 0.32
2011120503 0.07 0.07
2011120504 0.00 0.00
2011120505 0.03 0.12
2011120506 0.00 0.01
2011120507 0.00 0.00
2011120508 0.00 0.05
2011120509 0.08 0.10
2011120510 0.00 0.02
2011120511 0.00 0.00
2011120512 0.00 0.01
2011120513 0.00 0.00
2011120514 2.72 3.43
2011120515 0.93 0.00
2011120516 0.17 0.00
2011120517 0.10 0.25
2011120518 0.00 0.00
2011120519 0.00 0.05
2011120520 0.00 0.00
2011120521 0.00 0.00
2011120522 0.37 0.46
2011120523 0.02 0.29
2011120600 1.07 0.38
2011120601 0.37 0.41
2011120602 0.05 0.13
2011120603 0.00 0.17
2011120604 0.00 0.00
2011120605 0.00 0.00
2011120606 0.00 0.07
2011120607 0.00 0.03
2011120608 0.00 0.00
2011120609 0.05 0.00
2011120610 0.00 0.00
2011120611 0.12 0.02
2011120612 0.03 0.16
2011120613 0.00 0.00
2011120614 0.63 1.42
2011120615 0.45 0.63
2011120616 1.75 1.91
2011120617 2.50 1.89
2011120618 0.00 0.00
2011120619 0.00 0.00
2011120620 0.00 0.00
2011120621 0.00 0.00
2011120622 0.00 0.00
2011120623 0.05 0.03
2011120700 0.15 0.03
2011120701 0.00 0.00
2011120702 0.00 0.00
2011120703 0.00 0.00
2011120704 0.00 0.03
2011120705 0.15 0.37
2011120706 0.13 0.99
2011120707 3.05 3.31
2011120708 5.67 3.00
2011120709 0.02 0.31
2011120710 0.07 0.15
2011120711 0.00 0.00
2011120712 0.00 0.03
2011120713 0.00 0.00
2011120714 0.00 0.09
2011120715 0.00 0.00
2011120716 0.00 0.01
2011120717 0.00 0.02
2011120718 0.00 0.00
2011120719 0.00 0.01
2011120720 0.65 0.33
2011120721 0.28 0.11
2011120722 0.00 0.00
2011120723 0.00 0.00
2011120800 0.00 0.00
2011120801 0.02 0.03
2011120802 0.00 0.00
2011120803 0.00 0.00
2011120804 0.00 0.00
2011120805 0.00 0.00
2011120806 0.00 0.00
2011120807 0.00 0.00
2011120808 0.00 0.00
2011120809 0.00 0.00
2011120810 0.00 0.00
2011120811 0.10 0.14
2011120812 0.02 0.04
2011120813 0.00 0.00
2011120814 0.00 0.00
2011120815 0.00 0.00
2011120816 0.00 0.00
2011120817 0.00 0.00
2011120818 0.00 0.00
2011120819 0.00 0.00
2011120820 0.50 0.73
2011120821 0.78 0.83
2011120822 0.40 0.27
2011120823 3.55 2.23
2011120900 1.45 2.85
2011120901 0.00 0.13
2011120902 0.00 0.00
2011120903 0.00 0.00
2011120904 0.00 0.00
2011120905 0.00 0.00
2011120906 0.00 0.00
2011120907 0.00 0.00
2011120908 0.00 0.00
2011120909 0.00 0.00
2011120910 0.00 0.00
2011120911 0.00 0.00
2011120912 0.00 0.00
2011120913 0.00 0.00
2011120914 0.00 0.09
2011120915 0.00 0.00
2011120916 0.00 0.00
2011120917 0.00 0.00
2011120918 0.00 0.00
2011120919 0.00 0.00
2011120920 0.00 0.00
2011120921 1.42 1.41
2011120922 0.17 0.29
2011120923 0.37 0.24
2011121000 0.02 0.19
2011121001 0.35 0.37
2011121002 0.58 0.43
2011121003 0.58 0.50
2011121004 0.02 0.01
2011121005 0.00 0.00
2011121006 0.00 0.00
2011121007 0.00 0.00
2011121008 0.00 0.00
2011121009 0.00 0.00
2011121010 0.00 0.00
2011121011 0.00 0.00
2011121012 0.00 0.00
2011121013 0.00 0.00
2011121014 0.00 0.00
2011121015 0.00 0.00
2011121016 0.00 0.00
2011121017 0.00 0.00
2011121018 0.00 0.00
2011121019 0.00 0.00
2011121020 0.00 0.00
2011121021 0.00 0.00
2011121022 0.00 0.00
2011121023 0.00 0.00
2011121100 0.00 0.00
2011121101 0.00 0.00
2011121102 0.00 0.00
2011121103 0.00 0.00
2011121104 0.00 0.00
2011121105 0.00 0.00
2011121106 0.00 0.00
2011121107 0.00 0.00
2011121108 0.00 0.00
2011121109 0.00 0.00
2011121110 0.00 0.00
2011121111 0.00 0.00
2011121112 0.00 0.00
2011121113 0.00 0.00
2011121114 0.00 0.00
2011121115 0.00 0.00
2011121116 0.00 0.00
2011121117 0.00 0.00
2011121118 0.00 0.00
2011121119 0.00 0.00
2011121120 0.00 0.00
2011121121 0.00 0.00
2011121122 0.02 0.00
2011121123 0.00 0.00
2011121200 0.00 0.00
2011121201 0.08 0.29
2011121202 0.22 0.25
2011121203 0.00 0.00
2011121204 0.08 0.00
2011121205 0.10 0.02
2011121206 0.28 0.13
2011121207 1.10 1.41
2011121208 0.30 0.26
2011121209 0.00 0.02
2011121210 0.00 0.00
2011121211 0.00 0.00
2011121212 0.00 0.00
2011121213 0.00 0.00
2011121214 0.00 0.00
2011121215 0.00 0.00
2011121216 0.00 0.00
2011121217 0.00 0.00
2011121218 0.00 0.00
2011121219 0.00 0.00
2011121220 0.00 0.00
2011121221 0.00 0.00
2011121222 0.00 0.00
2011121223 0.00 0.00
2011121300 0.00 0.00
2011121301 0.00 0.00
2011121302 0.47 0.22
2011121303 2.40 1.28
2011121304 2.08 3.29
2011121305 1.13 1.99
2011121306 0.05 0.19
2011121307 0.40 0.45
2011121308 0.03 0.03
2011121309 0.20 0.19
2011121310 1.65 2.14
2011121311 0.00 0.40
2011121312 0.00 0.02
2011121313 0.00 0.00
2011121314 0.00 0.00
2011121315 0.00 0.00
2011121316 0.00 0.00
2011121317 0.00 0.00
2011121318 0.00 0.00
2011121319 0.00 0.00
2011121320 0.00 0.00
2011121321 0.00 0.00
2011121322 0.00 0.00
2011121323 0.00 0.00
2011121400 0.00 0.00
2011121401 0.00 0.00
2011121402 0.00 0.00
2011121403 0.00 0.00
2011121404 0.00 0.00
2011121405 0.00 0.72
2011121406 4.55 4.59
2011121407 4.75 3.93
2011121408 1.42 2.33
2011121409 0.08 0.00
2011121410 0.00 0.00
2011121411 0.00 0.00
2011121412 0.00 0.00
2011121413 0.00 0.25
2011121414 0.00 0.00
2011121415 0.00 0.00
2011121416 0.00 0.00
2011121417 0.00 0.00
2011121418 0.00 0.00
2011121419 0.00 0.00
2011121420 0.00 0.00
2011121421 0.00 0.00
2011121422 0.00 0.00
2011121423 0.00 0.00
2011121500 0.00 0.00
2011121501 0.00 0.00
2011121502 0.00 0.00
2011121503 0.00 0.00
2011121504 0.00 0.00
2011121505 0.00 0.00
2011121506 0.00 0.00
2011121507 0.00 0.00
2011121508 0.00 0.00
2011121509 1.17 0.75
2011121510 0.63 0.44
2011121511 0.45 0.70
2011121512 0.00 0.00
2011121513 0.02 0.00
2011121514 0.00 0.00
2011121515 0.00 0.00
2011121516 1.30 2.55
2011121517 0.97 1.61
2011121518 1.12 1.29
2011121519 0.00 0.00
